mark_x,strikePrice,underlyingPrice,theoreticalOptionValue,timeValue,volatility,vega,delta,gamma,theta,rho,p_L,stock,stock_scale,Percent_profit,classifier,prophet_yhat,prophet_yhat_upper,prophet_yhat_lower
0.8299999999999983,277.5,262.025,-0.7740000000000009,-0.8300000000000001,-4.655999999999999,0.05600000000000002,0.05000000000000005,0.0010000000000000009,0.027999999999999997,-0.043,-0.76,37,DE,-91.56626506024116,0,258.8563844732159,272.214978337004,246.3213609778291
0.5,280.0,262.025,-0.8339999999999996,-0.53,-1.3210000000000048,0.063,0.06600000000000006,0.002,-0.02500000000000001,-0.044000000000000004,-0.27,37,DE,-54.0,0,258.8563844732159,272.214978337004,246.3213609778291
0.6000000000000014,282.5,262.025,-0.3789999999999978,-0.5999999999999999,-7.501000000000005,0.04,0.028000000000000025,0.0010000000000000009,0.029000000000000005,-0.048,-0.35,37,DE,-58.33333333333321,0,258.8563844732159,272.214978337004,246.3213609778291
0.5999999999999979,285.0,262.025,-0.8649999999999984,-0.6100000000000001,-0.11999999999999746,0.064,0.06799999999999995,0.003,-0.047,-0.04599999999999999,-0.35,37,DE,-58.33333333333354,0,258.8563844732159,272.214978337004,246.3213609778291
0.42,89.5,94.35,-0.675,-0.83,1.8219999999999958,0.027999999999999997,-0.10300000000000001,-0.0050000000000000044,-0.008999999999999994,-0.006999999999999999,0.16,38,NTES,38.0952380952381,0,95.86249722939687,102.55734274192605,89.38972506601262
0.5,90.0,94.35,-0.75,-1.11,2.3299999999999983,0.027000000000000003,-0.10199999999999998,-0.010000000000000002,-0.007000000000000006,-0.006999999999999999,0.17,38,NTES,34.0,0,95.86249722939687,102.55734274192605,89.38972506601262
0.61,90.5,94.35,-0.8,-1.25,2.3300000000000023,0.027000000000000003,-0.097,-0.013000000000000005,-0.0050000000000000044,-0.009000000000000001,0.26,38,NTES,42.622950819672134,0,95.86249722939687,102.55734274192605,89.38972506601262
0.6699999999999999,91.0,94.35,-0.8499999999999999,-1.3,2.309000000000001,0.02500000000000001,-0.08899999999999998,-0.018000000000000002,-0.0010000000000000009,-0.009000000000000001,0.38,38,NTES,56.71641791044777,1,95.86249722939687,102.55734274192605,89.38972506601262
0.7200000000000001,91.5,94.35,-0.825,-1.39,1.2619999999999971,0.024,-0.07600000000000001,-0.020000000000000004,0.0050000000000000044,-0.009000000000000001,0.5,38,NTES,69.44444444444443,1,95.86249722939687,102.55734274192605,89.38972506601262
0.8500000000000001,92.0,94.35,-1.375,-1.5,8.377999999999998,0.023,-0.07699999999999996,-0.035,-0.010999999999999996,-0.010000000000000002,0.58,38,NTES,68.23529411764704,1,95.86249722939687,102.55734274192605,89.38972506601262
0.9,92.5,94.35,-0.8500000000000001,-1.0,0.7869999999999989,0.022,-0.05299999999999999,-0.025999999999999995,0.010000000000000007,-0.009000000000000001,0.73,38,NTES,81.1111111111111,1,95.86249722939687,102.55734274192605,89.38972506601262
0.98,93.0,94.35,-1.125,-1.62,4.049000000000003,0.021,-0.03899999999999998,-0.034,0.0029999999999999892,-0.011,0.7,38,NTES,71.42857142857143,1,95.86249722939687,102.55734274192605,89.38972506601262
1.1,94.0,94.35,-1.715,-1.15,11.664000000000001,0.02,0.009000000000000008,-0.048,-0.017999999999999988,-0.011000000000000001,0.57,38,NTES,51.81818181818181,1,95.86249722939687,102.55734274192605,89.38972506601262
1.0700000000000005,95.0,94.35,-1.2920000000000005,-1.1999999999999995,5.995000000000001,0.022,0.03700000000000003,-0.036000000000000004,-0.007999999999999993,-0.013000000000000001,0.28,38,NTES,26.168224299065407,0,95.86249722939687,102.55734274192605,89.38972506601262
0.9500000000000002,96.0,94.35,-1.0660000000000005,6.11,3.192000000000004,0.02300000000000001,0.05599999999999994,-0.026000000000000002,-0.008999999999999994,-0.013999999999999999,0.02,38,NTES,2.1052631578947363,0,95.86249722939687,102.55734274192605,89.38972506601262
0.9499999999999992,98.5,94.35,-0.9820000000000002,-0.95,4.1619999999999955,0.028,0.10199999999999998,-0.008,-0.034,-0.019,-0.35,38,NTES,-36.84210526315793,0,95.86249722939687,102.55734274192605,89.38972506601262
0.2999999999999998,99.0,94.35,-0.9300000000000006,-0.3,3.825000000000003,0.028,0.10099999999999998,-0.0040000000000000036,-0.037000000000000005,-0.02,0.15,38,NTES,50.000000000000036,0,95.86249722939687,102.55734274192605,89.38972506601262
2.37,375.0,387.24,-2.45,-2.3,2.3560000000000016,0.09300000000000004,-0.05500000000000005,-0.0059999999999999975,0.064,-0.03,-1.87,39,AVGO,-78.90295358649789,0,379.30908140350823,403.4573574827158,358.1362584994434
2.75,377.5,387.24,-3.15,-2.71,4.689,0.09099999999999996,-0.045999999999999985,-0.009999999999999998,0.05199999999999999,-0.032,-2.08,39,AVGO,-75.63636363636364,0,379.30908140350823,403.4573574827158,358.1362584994434
3.0,380.0,387.24,-2.8000000000000007,-2.7,3.1959999999999984,0.08499999999999999,-0.018000000000000016,-0.010000000000000002,0.08400000000000002,-0.033,-2.23,39,AVGO,-74.33333333333333,0,379.30908140350823,403.4573574827158,358.1362584994434
3.02,382.5,387.24,-2.7,-3.1,2.8840000000000003,0.08499999999999999,0.008000000000000007,-0.011,0.09399999999999996,-0.032999999999999995,-2.0,39,AVGO,-66.22516556291393,0,379.30908140350823,403.4573574827158,358.1362584994434
3.4000000000000004,385.0,387.24,-2.7070000000000007,-3.41,3.125,0.087,0.03500000000000003,-0.011,0.09099999999999996,-0.034,-1.75,39,AVGO,-51.470588235294116,0,379.30908140350823,403.4573574827158,358.1362584994434
3.35,387.5,387.24,-2.9549999999999987,-3.6,5.105,0.095,0.07400000000000008,-0.013000000000000001,0.05199999999999999,-0.034,-1.45,39,AVGO,-43.28358208955223,0,379.30908140350823,403.4573574827158,358.1362584994434
3.8000000000000007,390.0,387.24,-1.7300000000000004,-2.83,0.7850000000000001,0.09699999999999998,0.06999999999999995,-0.006999999999999999,0.09600000000000004,-0.037000000000000005,-1.23,39,AVGO,-32.36842105263157,0,379.30908140350823,403.4573574827158,358.1362584994434
3.200000000000001,392.5,387.24,-2.2300000000000004,-5.5,4.038,0.11500000000000002,0.113,-0.006000000000000003,0.030000000000000027,-0.034,0.17,39,AVGO,5.312499999999998,0,379.30908140350823,403.4573574827158,358.1362584994434
3.0,395.0,387.24,-2.106,0.0,5.997000000000001,0.14200000000000002,0.15200000000000002,-0.0020000000000000018,-0.027000000000000003,-0.031,1.17,39,AVGO,38.99999999999999,0,379.30908140350823,403.4573574827158,358.1362584994434
1.9000000000000004,397.5,387.24,-2.129999999999999,-1.9,6.004000000000001,0.14200000000000002,0.14700000000000002,-0.0010000000000000009,-0.033,-0.032,2.72,39,AVGO,143.1578947368421,1,379.30908140350823,403.4573574827158,358.1362584994434
1.5999999999999996,400.0,387.24,-1.4069999999999998,3.5500000000000003,5.756,0.152,0.1449999999999999,0.004,-0.04999999999999999,-0.03,2.95,39,AVGO,184.37500000000009,1,379.30908140350823,403.4573574827158,358.1362584994434
2.1,402.5,387.24,-1.2059999999999995,-2.1,4.829999999999998,0.142,0.128,0.004,-0.04299999999999998,-0.028999999999999998,1.65,39,AVGO,78.57142857142857,1,379.30908140350823,403.4573574827158,358.1362584994434
0.3999999999999986,405.0,387.24,-0.4319999999999986,-0.4,1.1519999999999977,0.109,0.08499999999999996,0.0029999999999999988,-0.0020000000000000018,-0.023,2.4,39,AVGO,600.0000000000022,1,379.30908140350823,403.4573574827158,358.1362584994434
0.4499999999999993,415.0,387.24,0.2749999999999986,-0.45,-4.489000000000001,0.047,0.02300000000000002,0.002,0.053,-0.07400000000000001,0.55,39,AVGO,122.22222222222244,1,379.30908140350823,403.4573574827158,358.1362584994434
